Artificial Sports Lighting,Automatic Start Gate,Bike Wash,Black Trails,Blue Trails,Extreme Trails,Facility ID,Finish Straight Length,Finish Straight Width,Green Trails,Length of All Trails,Length of Black Trails,Length of Blue Trails,Length of Extreme Trails,Length of Green Trails,Length of Red Trails,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,No of Persons Start Gate,Number of Straights,Number of Turns,Overall Width,Radius of Turns/Bends,Red Trails,Start Gate,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Surface,Timing System,Total Length,Width of Turns/Bends,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
1,,,,,,30009826,100.0,5.3,,,,,,,,,,,,,,5.3,20.0,,,,,,,3,0,1000.0,,0,0,,0,,1,0,0,1,1,,0,1,1,1,1,20007,20,3,,1,,,,,2017-02-27 11:12:02,2023-10-06 15:19:24,1,12,1,1,30005311,1,2008,0,2012,414480,279032,52.40912,-1.788556,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009827,,,,,,,,,,,,,,,,6.0,,,1,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-27 11:13:39,2023-11-23 15:59:57,1,12,1,1,30005312,1,2013,1,2015,505311,165944,51.38279,-0.4880821,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009828,,,,,,,,,,,,,,,,6.0,,,1,,,,,16,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-27 11:19:27,2023-08-07 12:18:23,0,12,1,1,30005313,1,2000,1,,421497,441658,53.8707,-1.674559,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30009829,,,0,16.0,0.0,0.0,0.0,0.0,16.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-27 11:23:45,2023-12-06 16:46:25,0,12,1,1,30005314,1,2000,1,,638049,255943,52.15044,1.478273,Other,Others,Free Public Access,Public Access
0,,,,,,30009830,100.0,8.0,,,,,,,,,,,,,,7.0,20.0,,,,,,,3,0,1500.0,,0,0,,0,,0,0,0,0,1,Accessible toilets available close by.,1,0,1,1,0,20007,20,3,,1,,,LEX Leisure,,2017-02-27 11:25:11,2023-07-20 11:54:59,0,12,1,1,30005315,1,2014,1,,288933,59383,50.42376,-3.564899,Private Contractor (PPP/PFI),Others,Pay and Play,Public Access
0,0,,,,,30009831,40.0,6.0,,,,,,,,,,,8,4,4,6.0,,,0,4.0,8.0,52.0,7.0,16,,300.0,5.5,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 11:25:40,2024-05-13 09:27:30,0,12,1,1,30005316,1,2000,1,,618014,242593,52.03886,1.177379,Sport Club,Others,Free Public Access,Public Access
1,,,,,,30009832,,,,,,,,,,,7.0,3.0,,,,6.0,,,,,,,,12,,75.0,,1,1,2017,0,,0,0,0,1,1,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-27 11:32:44,2023-09-06 12:22:21,1,12,1,1,30005317,2,1980,0,2015,402149,90538,50.71446,-1.970918,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009833,69.0,6.0,,,,,,,,,,,8,4,4,5.0,,,1,5.0,8.0,67.0,9.0,16,,350.0,4.0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 11:33:50,2023-12-01 12:35:05,1,12,1,1,30005318,1,2001,0,2013,508910,180339,51.5115,-0.4319589,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30009836,,,,,,,,,,,7.0,3.0,,,,5.0,,,,,,,,12,,64.0,,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-27 11:40:11,2024-04-23 10:38:29,0,12,1,1,30005320,1,2004,1,,556228,111358,50.8806,0.2194515,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009837,,,,,,,,,,,,,,,,6.0,,,1,,,,,17,,100.0,,0,0,,2,101,0,0,0,0,0,,0,0,0,0,0,20004,20,5,,1,,,,2016-05-01,2017-02-27 11:40:19,2018-05-29 11:05:17,0,12,1,1,30005321,1,,0,,463170,391357,53.41527,-1.051043,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,0,0,30009838,,,0,4.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-27 11:42:56,2023-07-18 12:59:31,0,12,1,1,30005322,1,2000,1,,413706,558374,54.91988,-1.787711,Other,Others,Free Public Access,Public Access
0,,,,,,30009839,,,,,,,,,,,1.0,1.0,,,,4.5,,,,,,,,12,,77.4,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-27 12:02:14,2023-04-04 12:11:38,0,12,1,1,30005323,1,2000,1,,458301,305282,52.64217,-1.139818,Sport Club,Others,Sports Club / Community Association,Public Access
1,,,,,,30009840,,,,,,,,,,,4.0,1.0,,,,4.5,,,,,,,,12,,87.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-27 12:07:47,2023-12-13 14:23:50,0,12,1,1,30005324,1,1999,1,,439377,114311,50.92691,-1.441079,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,1,0,30009841,,,1,29.0,0.0,11.2,0.0,4.8,13.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,1,1,,1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 12:11:20,2023-07-18 13:08:55,0,12,1,1,30005325,1,2000,1,,461230,363654,53.16651,-1.085565,Other,Others,Free Public Access,Public Access
,,0,0,1,0,30009842,,,0,18.0,0.0,7.0,0.0,0.0,11.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,1,0,0,0,0,,1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 12:16:47,2023-10-03 10:51:30,0,12,1,1,30005326,1,2005,0,,635271,153990,51.23656,1.369028,Local Authority (in house),Local Authority,Pay and Play,Public Access
,,0,0,1,0,30009843,,,0,7.24,0.0,6.44,0.0,0.0,0.8,,,,,,,,,1,,,,,,,,,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-27 12:26:02,2024-02-12 10:03:36,0,12,1,1,30005327,1,2000,1,,355857,171956,51.44486,-2.636555,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30009845,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,12,,92.0,,0,0,,0,,1,0,0,0,1,,1,1,1,1,0,20006,20,3,,1,,,,,2017-02-27 12:33:19,2023-11-22 08:44:25,0,12,1,1,30005328,1,2009,0,,387491,347097,53.02104,-2.187915,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009846,38.0,6.0,,,,,,,,,,,1,4,3,6.0,,,0,5.0,8.5,45.0,7.5,17,,250.0,8.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 12:35:28,2024-05-21 08:11:36,1,12,1,1,6008351,2,2012,0,2017,500625,222546,51.8924,-0.5391333,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,1,,,,,30009847,69.0,6.0,,,,,,,,,,,8,4,3,5.0,,,1,10.0,8.0,61.0,10.0,9,,330.0,6.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,,1,,,,,2017-02-27 12:49:28,2023-12-08 11:40:05,0,12,1,1,30005329,2,2012,0,,563780,171542,51.41924,0.3540775,Commercial Management,Commercial,Pay and Play,Public Access
,,0,0,0,0,30009848,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20005,20,3,,1,,,,,2017-02-27 12:49:28,2023-12-08 11:40:06,0,12,1,1,30005329,2,2012,0,,563780,171542,51.41924,0.3540775,Commercial Management,Commercial,Pay and Play,Public Access
0,,,,,,30009849,100.0,6.0,,,,,,,,,,,,,,6.0,20.0,,,,,,,3,0,2900.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2017-02-27 12:49:28,2023-12-08 11:40:07,0,12,1,1,30005329,2,2012,0,,563780,171542,51.41924,0.3540775,Commercial Management,Commercial,Pay and Play,Public Access
0,1,,,,,30009850,80.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,10.0,10.0,100.0,10.0,3,,310.0,8.0,1,0,,0,,0,0,0,1,1,,1,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 12:55:17,2024-02-28 12:46:08,1,12,1,1,1207942,1,2008,0,2014,437653,334542,52.90702,-1.44159,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009851,,,,,,,,,,,,,,,,5.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-27 14:12:01,2023-09-07 10:54:13,0,12,1,1,30005330,1,2014,0,,522891,181527,51.51931,-0.2301688,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30009852,,,,,,,,,,,,,,,,4.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,2014-07-01,,,,2017-02-27 14:20:14,2024-06-18 14:54:29,0,12,1,1,30005331,1,2014,0,,520281,186096,51.56094,-0.2661959,Commercial Management,Commercial,Free Public Access,Public Access
0,0,,,,,30009854,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,2012-08-11,,,,2017-02-27 14:20:40,2024-03-05 13:34:18,0,12,1,1,30005332,1,2012,0,,536628,190982,51.60112,-0.02862912,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009855,,,,,,,,,,,,,,,,6.0,,,1,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-27 14:32:41,2024-02-09 15:12:00,1,12,1,1,1041675,1,2008,0,2015,441639,402112,53.51407,-1.373542,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009856,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,1,0,,0,201,1,1,1,1,1,,1,1,1,1,1,20004,20,5,,1,,,,2020-08-06,2017-02-27 14:43:53,2022-01-12 12:51:14,0,12,1,1,1002281,1,2014,0,,515840,182459,51.52917,-0.3314308,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009857,53.0,6.0,,,,,,,,,,,8,4,3,6.0,,,0,10.0,8.0,46.0,7.0,9,,251.0,6.0,0,0,,0,,1,0,1,1,1,,0,0,0,1,0,20003,20,3,,1,,,,,2017-02-27 14:51:04,2024-05-17 11:37:46,0,12,1,1,6006403,1,2006,1,,619962,162036,51.3149,1.155031,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30009858,,,,,,,,,,,1.0,1.0,,,,5.5,,,,,,,,12,,74.0,,2,2,,0,,1,0,0,0,1,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-27 14:56:06,2023-09-11 10:27:52,1,12,1,1,30007363,1,1986,0,2011,541048,181611,51.51582,0.03140348,Sport Club,Others,Sports Club / Community Association,Public Access
0,,,,,,30009860,,,,,,,,,,,1.0,1.0,,,,4.25,,,,,,,,12,,92.0,,0,0,,0,,1,0,1,1,1,,1,1,0,0,1,20006,20,3,,1,,,,,2017-02-27 14:57:39,2024-02-20 10:44:21,0,12,1,1,1206739,1,2015,1,,620434,307434,52.61993,1.255087,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30009862,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,12,,80.0,,1,1,2007,0,,1,0,1,1,1,,1,1,0,1,1,20006,20,3,,1,,,,,2017-02-27 14:59:30,2023-08-01 13:34:11,1,12,1,1,6007632,1,2002,0,2006,598155,223605,51.87581,0.8772959,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,,,,,,30009864,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,12,,86.0,,1,0,,0,,0,0,0,0,0,Lift,1,0,0,0,1,20006,20,3,,1,,,,,2017-02-27 15:00:41,2023-07-14 11:44:32,0,12,1,1,1008107,2,2002,0,,426047,575686,55.07496,-1.593616,Trust,Trust,Sports Club / Community Association,Public Access
0,1,,,,,30009865,60.0,6.0,,,,,,,,,,,8,3,4,5.0,,,1,1.5,8.0,25.0,7.0,17,,400.0,4.5,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 15:01:21,2024-02-22 10:50:39,0,12,1,1,1208213,1,2000,1,,385866,411682,53.60153,-2.215052,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30009866,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-27 15:07:28,2024-02-13 14:22:05,0,12,1,1,6002698,1,1990,1,,426653,582527,55.1364,-1.583482,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009867,30.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,1.5,10.0,47.0,7.0,3,,228.0,4.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 15:07:28,2024-02-13 14:22:06,0,12,1,1,6002698,1,1990,1,,426653,582527,55.1364,-1.583482,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,1,0,30009868,,,0,13.3,0.0,6.3,0.0,0.0,7.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,Wheelchair access to the site is very limited,1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 15:09:29,2023-07-26 13:36:59,1,12,1,1,1045203,1,2000,1,2022,471851,118479,50.96126,-0.9782647,Other,Others,Free Public Access,Public Access
0,0,,,,,30009869,55.0,6.0,,,,,,,,,,,8,4,3,5.0,,,1,2.0,10.0,64.0,8.0,17,,271.0,8.0,0,0,,0,,0,0,0,0,1,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 15:11:53,2024-03-06 15:21:55,1,12,1,1,6000128,1,1982,0,2015,296169,112870,50.90593,-3.478107,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
1,1,,,,,30009870,60.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,1.5,10.0,50.0,9.0,3,,340.0,6.0,0,0,,0,,1,0,0,0,0,,1,0,0,0,1,20003,20,3,,1,,,,,2017-02-27 15:47:58,2024-02-15 16:56:58,0,12,1,1,1043186,1,2008,0,,385250,394217,53.44453,-2.223528,Sport Club,Others,Free Public Access,Public Access
1,1,,,,,30009871,62.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,10.0,10.0,60.0,10.0,17,,390.0,7.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,,1,,,,,2017-02-27 16:39:32,2023-12-15 13:59:14,0,12,1,1,30005333,2,2012,0,,537838,185422,51.55087,-0.01333874,Other,Others,Pay and Play,Public Access
1,,,,,,30009872,100.0,7.0,,,,,,,,,,,,,,7.0,20.0,,,,,,,3,0,1600.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2017-02-27 16:39:32,2023-12-15 13:59:12,0,12,1,1,30005333,2,2012,0,,537838,185422,51.55087,-0.01333874,Other,Others,Pay and Play,Public Access
,,,,,,30009873,,,,,,,,,,100.0,45.0,12.0,,,,9.0,40.0,,,,,,,13,0,250.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20001,20,3,,1,,,,,2017-02-27 16:39:32,2023-12-15 13:59:11,0,12,1,1,30005333,2,2012,0,,537838,185422,51.55087,-0.01333874,Other,Others,Pay and Play,Public Access
,,0,1,1,0,30009874,,,0,5.0,1.0,2.0,0.0,0.0,2.0,,,,,,,,,1,,,,,,,,,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20005,20,3,,1,,,,,2017-02-27 16:39:32,2023-12-15 13:59:10,0,12,1,1,30005333,2,2014,0,,537838,185422,51.55087,-0.01333874,Other,Others,Pay and Play,Public Access
0,0,,,,,30009878,,,,,,,,,,,,,,,,2.5,,,0,,,,,17,,100.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-28 09:26:19,2024-02-19 09:46:03,0,12,1,1,30005335,1,2000,1,,375282,319842,52.77561,-2.367841,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30010167,,,,,,,,,,,,,,,,3.8,,,0,,,,,3,,100.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-03-03 12:21:22,2024-02-19 09:15:10,0,12,1,1,6002044,1,2011,0,,370725,314015,52.72301,-2.434869,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30010219,,,,,,,,,,,1.0,3.0,,,,5.3,,,,,,,,12,,90.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20006,20,3,Used by Stockport Cycle Speedway Club.,1,,,,,2017-03-06 14:47:49,2024-02-29 14:10:04,0,12,1,1,6010262,1,1985,1,,390423,389644,53.40355,-2.14551,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30010239,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,60.0,,0,0,,0,,1,1,1,1,1,,0,1,1,0,1,20004,20,3,,1,,,,,2017-03-06 17:16:38,2024-06-26 10:07:49,1,12,1,1,6014470,1,2014,0,2017,545849,261368,52.23122,0.1342063,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30010240,,,,,,,,,,100.0,45.0,12.0,,,,7.0,40.0,,,,,,,3,0,459.0,,1,1,2022,1,,1,1,1,1,1,,1,1,1,1,1,20002,20,3,,1,,,Greenwich Leisure Limited,,2017-03-07 08:59:52,2023-08-04 12:07:04,1,12,1,1,1006739,2,1955,0,2003,473953,173086,51.45194,-0.9370982,Trust,Trust,Sports Club / Community Association,Public Access
0,,,,,,30010242,100.0,6.0,,,,,,,,,,,,,,6.0,20.0,,,,,,,3,0,1600.0,,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,20007,20,3,,1,,,,,2017-03-07 09:06:05,2024-06-11 13:42:01,0,12,1,1,1004645,2,2017,1,,350244,431434,53.77686,-2.756489,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,1,,,,,30010243,100.0,8.0,,,,,,,,,,,8,4,3,6.0,,,1,10.0,8.0,100.0,8.0,17,,400.0,8.0,1,1,2023,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,,1,,,,,2017-03-07 09:28:10,2023-09-06 10:59:23,1,12,1,1,1035862,2,2010,0,2019,387447,398755,53.48538,-2.190639,Commercial Management,Commercial,Sports Club / Community Association,Public Access
,,0,0,0,0,30010244,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,1,1,2023,0,,1,1,1,1,1,,1,1,1,1,1,20005,20,3,,1,,,,,2017-03-07 09:28:10,2023-09-06 10:59:23,0,12,1,1,1035862,2,2013,0,,387447,398755,53.48538,-2.190639,Commercial Management,Commercial,Sports Club / Community Association,Public Access
,,,,,,30010245,,,,,,,,,,100.0,45.0,12.0,,,,9.0,40.0,,,,,,,13,0,250.0,,1,1,2023,0,,1,1,1,1,1,,1,1,1,1,1,20001,20,3,,1,,,,,2017-03-07 09:28:10,2023-09-06 10:59:22,1,12,1,1,1035862,2,1994,0,2023,387447,398755,53.48538,-2.190639,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,,,,,,30010248,,,,,,,,,,50.0,10.0,1.0,,,,7.0,20.0,,,,,,,3,0,120.0,,1,0,,0,,1,1,1,1,1,Activity Areas: Lift.,1,1,1,1,1,20002,20,3,"Length 535m, Width 7m",1,,,,,2017-03-07 09:32:17,2023-07-14 11:33:45,0,12,1,1,1003969,2,1903,0,,464735,103190,50.82463,-1.082283,Commercial Management,Commercial,Sports Club / Community Association,Public Access
1,,,,,,30010249,,,,,,,,,,100.0,45.0,12.0,,,,7.0,40.0,,,,,,,3,0,250.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20002,20,3,,1,,,,,2017-03-07 09:37:35,2023-11-01 14:32:43,0,12,1,1,1042496,1,2014,0,,464528,451003,53.95113,-1.018243,Local Authority (in house),Local Authority,Registered Membership use,Public Access
1,,,,,,30010250,100.0,20.0,,,,,,,,,,,,,,10.0,20.0,,,,,,,3,0,1000.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2017-03-07 09:37:35,2023-11-01 14:32:44,0,12,1,1,1042496,2,2013,0,,464528,451003,53.95113,-1.018243,Local Authority (in house),Local Authority,Registered Membership use,Public Access
0,0,,,,,30010444,,,,,,,,,,,,,,,,4.0,,,0,,,,,3,,60.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-03-14 14:46:40,2024-02-16 14:29:47,0,12,1,1,6001709,1,2005,1,,363530,312773,52.7114,-2.54125,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30010526,,,,,,,,,,,,,,,,4.0,,,0,,,,,9,,45.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-03-22 10:59:45,2024-01-02 15:23:05,0,12,1,1,6018867,1,2012,0,,367158,308724,52.67523,-2.487145,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30010627,,,,,,,,,,,,,,,,5.0,,,0,,,,,17,,100.0,,1,0,,0,,1,0,0,1,1,,0,0,1,0,0,20004,20,3,length is 124m,1,,,,,2017-03-30 11:04:16,2023-07-28 13:41:08,0,12,1,1,30002807,1,2013,0,,356048,243035,52.08393,-2.642824,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30010662,,,,,,,,,,,,,,,,5.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,4,Disrepair.,1,,,,,2017-04-03 12:54:56,2023-07-20 09:35:04,0,12,1,1,30005714,1,2005,0,,432730,266355,52.29438,-1.521495,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30010664,54.5,7.0,,,,,,,,,,,8,4,3,6.0,,,1,8.0,9.5,86.0,9.0,17,,350.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-04-03 15:01:43,2023-06-13 11:37:19,1,12,1,1,30005716,1,1981,0,2012,516660,295862,52.54814,-0.280976,Sport Club,Others,Free Public Access,Public Access
,,0,0,0,0,30011264,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,1,0,,0,,0,0,1,1,1,,0,1,0,0,0,20005,20,3,,1,,,,,2017-04-25 10:08:00,2023-10-16 13:16:34,0,12,1,1,30006025,1,1952,1,,403228,376367,53.28428,-1.953034,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30011279,,,,,,,,,,,,,,,,4.0,,,0,,,,,17,,100.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,2017-03-05,,,,2017-04-25 12:05:12,2024-02-05 17:09:10,0,12,1,1,1041406,1,2017,0,,386926,421786,53.69238,-2.199465,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30011291,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,1,1,1,1,1,,1,1,1,1,1,20005,20,3,,1,,,,,2017-04-25 15:01:46,2023-10-23 11:08:59,0,12,1,1,30006043,1,1990,1,,501000,183054,51.53736,-0.5451199,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30011501,,,,,,,,,,,,,,,,4.0,,,0,,,,,17,,100.0,,1,0,,0,,1,0,0,1,1,,0,0,0,0,1,20004,20,3,,1,,,,,2017-05-22 12:24:36,2023-07-14 13:56:50,0,12,1,1,6021228,1,2012,0,,573131,222621,51.87529,0.5136739,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30011669,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,0,0,,0,,1,0,1,1,1,,0,1,0,1,1,20004,20,3,,1,,,,,2017-06-16 13:07:21,2024-05-31 10:54:33,0,12,1,1,6006650,1,2016,0,,415076,525244,54.62213,-1.768027,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30011904,,,,,,,,,,,,,,,,5.0,,,0,,,,,9,,100.0,,1,0,,2,101,1,1,1,1,1,,1,1,0,0,1,20004,20,5,,1,,,,2021-06-18,2017-07-04 10:44:21,2023-04-24 15:15:22,0,12,1,1,1044267,2,2016,0,,430386,582189,55.13316,-1.524965,School/College/University (in house),Education,Private Use,Private
0,0,,,,,30011910,,,,,,,,,,,,,,,,5.0,,,0,,,,,9,,100.0,,0,0,,0,,1,1,1,1,1,,1,1,1,0,1,20004,20,3,,1,,,,,2017-07-05 10:54:25,2023-11-24 10:13:54,0,12,1,1,1103492,1,2017,0,,450214,167799,51.407,-1.279442,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,0,,,,,30012201,56.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,7.0,9.5,67.0,8.0,3,,350.0,4.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-07-17 16:14:12,2024-01-11 08:58:34,0,12,1,1,30006313,1,2010,0,,407027,292331,52.52882,-1.897832,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30012223,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,1,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-07-18 11:34:58,2024-06-10 05:40:51,0,12,1,1,6018660,1,2000,1,,329683,133219,51.09395,-3.00549,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30012313,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,4,,1,,,,,2017-07-21 10:36:52,2023-10-25 12:26:09,0,12,1,1,30006377,1,1997,0,,489176,210138,51.78282,-0.7086405,Other,Others,Pay and Play,Public Access
0,0,,,,,30012394,,,,,,,,,,,,,,,,3.0,,,0,,,,,17,,45.0,,1,1,2016,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2017-08-03 09:11:10,2024-04-25 08:50:01,0,12,1,1,6004575,1,2015,0,,365545,471894,54.14173,-2.52891,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
