Artificial Sports Lighting,Automatic Start Gate,Bike Wash,Black Trails,Blue Trails,Extreme Trails,Facility ID,Finish Straight Length,Finish Straight Width,Green Trails,Length of All Trails,Length of Black Trails,Length of Blue Trails,Length of Extreme Trails,Length of Green Trails,Length of Red Trails,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,No of Persons Start Gate,Number of Straights,Number of Turns,Overall Width,Radius of Turns/Bends,Red Trails,Start Gate,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Surface,Timing System,Total Length,Width of Turns/Bends,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,0,,,,,30026052,,,,,,,,,,,,,,,,2.5,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 12:06:41,2023-10-26 08:12:46,0,12,1,1,30009733,1,2019,0,,358210,168124,51.41059,-2.602241,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026053,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 12:41:57,2024-04-30 12:11:44,0,12,1,1,6005523,1,2021,0,,464594,151530,51.25928,-1.075673,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026054,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 12:55:16,2023-11-08 11:32:28,0,12,1,1,30009734,1,2018,0,,434768,112541,50.91129,-1.506832,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026062,,,,,,,,,,,,,,,,2.5,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 14:52:56,2023-11-16 14:56:10,0,12,1,1,30009739,1,2020,0,,478349,155219,51.29073,-0.8777818,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026063,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 15:25:44,2023-12-06 12:40:02,0,12,1,1,6000236,1,2018,0,,413843,181534,51.53255,-1.801817,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026064,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 15:34:12,2023-11-15 15:13:36,0,12,1,1,30009740,1,2016,0,,361139,171416,51.4404,-2.560491,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026065,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 15:39:43,2024-05-09 13:16:24,1,12,1,1,1205753,1,2012,0,2020,361291,181048,51.52702,-2.559366,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026066,,,,,,,,,,,,,,,,4.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 16:03:42,2023-10-12 14:30:52,1,12,1,1,6011123,1,1990,1,2020,384097,157294,51.31453,-2.229559,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026067,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 16:14:34,2023-11-15 15:47:31,1,12,1,1,30009741,1,2010,0,2016,356701,172068,51.44593,-2.624427,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026068,,,,,,,,,,,,,,,,2.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 16:21:43,2023-10-18 14:14:20,0,12,1,1,1041834,1,2015,0,,396336,165033,51.38433,-2.054025,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026073,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,1,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 18:08:55,2023-11-28 13:59:10,0,12,1,1,30009742,1,2020,0,,359911,168075,51.41028,-2.577778,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30026075,,,,,,,,,,,,,,,,2.5,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 10:08:05,2024-02-23 11:16:36,0,12,1,1,6002944,1,1985,1,,421150,573159,55.05248,-1.670494,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026076,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 10:28:09,2023-10-27 12:33:33,1,12,1,1,30009743,1,2008,0,2021,365502,171693,51.44318,-2.497753,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026077,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 10:36:07,2023-10-27 09:47:20,0,12,1,1,30009744,1,2020,0,,550136,175383,51.45752,0.1596305,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026079,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 11:17:22,2023-10-25 09:36:45,0,12,1,1,6004459,1,2020,0,,486157,157628,51.31126,-0.76525,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026080,,,,,,,,,,,,,,,,2.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 11:39:31,2023-10-12 09:30:17,0,12,1,1,1042922,1,2017,0,,538744,171089,51.42185,-0.005913589,Commercial Management,Commercial,Free Public Access,Public Access
0,0,,,,,30026081,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 11:45:05,2023-10-24 11:31:13,0,12,1,1,30009745,1,2017,0,,531000,170023,51.4141,-0.1176207,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026082,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 11:52:23,2024-01-29 13:41:38,0,12,1,1,6001414,1,2010,0,,455727,304785,52.63798,-1.177939,Other,Others,Free Public Access,Public Access
0,0,,,,,30026084,,,,,,,,,,,,,,,,3.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 13:25:40,2023-10-24 12:14:34,0,12,1,1,30009746,1,2021,0,,385380,355102,53.09295,-2.219761,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026085,,,,,,,,,,,,,,,,3.3,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,Lift on site,0,0,0,0,0,20004,20,3,,1,,,Coventry Sports Foundation,,2021-08-11 13:29:31,2023-06-27 11:20:57,0,12,1,1,1009412,1,2009,0,,436081,277291,52.39248,-1.471201,Trust,Trust,Free Public Access,Public Access
0,0,,,,,30026086,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 13:38:08,2023-10-25 12:17:49,0,12,1,1,30009747,1,2012,0,,431233,260996,52.24628,-1.543943,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026087,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,1,0,1,1,1,,1,0,0,1,1,20004,20,3,,1,,,,,2021-08-11 13:43:33,2024-03-04 12:30:41,1,12,1,1,6016643,1,2012,0,2021,343330,283117,52.44308,-2.83515,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30026088,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,1,,0,0,1,1,1,,1,1,0,0,1,20004,20,3,,1,,,,,2021-08-11 14:16:06,2023-11-07 10:43:24,0,12,1,1,30009748,1,2020,0,,511495,195460,51.6469,-0.3899173,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026089,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 14:39:02,2023-10-25 13:21:45,0,12,1,1,30009749,1,2020,0,,472044,171311,51.43623,-0.9649258,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026092,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-11 14:46:35,2024-05-01 10:14:53,0,12,1,1,6004772,1,2020,0,,516635,189075,51.58847,-0.317784,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026095,50.0,7.0,,,,,,,,,,,8,4,3,6.0,,,1,5.0,8.0,36.0,8.0,17,,250.0,7.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2021-08-11 16:02:56,2023-10-24 12:51:15,0,12,1,1,30009751,1,2011,0,,442994,118380,50.96324,-1.389136,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30026114,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 13:38:07,2023-07-17 12:10:46,0,12,1,1,1039240,1,2020,0,,447783,253460,52.17735,-1.302609,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30026115,,,1,7.5,0.0,0.0,0.0,7.5,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 13:45:46,2023-10-18 13:51:12,0,12,1,1,30009759,1,1984,1,,479558,251585,52.15684,-0.8384579,Other,Others,Free Public Access,Public Access
,,0,1,1,0,30026118,,,1,15.0,2.0,9.5,0.0,1.5,2.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 14:53:04,2023-11-27 16:15:35,0,12,1,1,30009762,2,2010,0,,511556,241609,52.06165,-0.3741614,Commercial Management,Commercial,Pay and Play,Public Access
,,0,0,1,0,30026119,,,0,9.6,0.0,9.6,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 15:04:21,2023-12-07 11:05:20,0,12,1,1,30009763,1,2008,1,,488931,208920,51.77191,-0.7125124,Other,Others,Free Public Access,Public Access
,,0,1,1,0,30026120,,,0,6.0,1.1,2.5,0.0,0.0,2.4,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 15:50:52,2023-11-27 16:28:16,0,12,1,1,30009764,2,2013,0,,392116,215711,51.83995,-2.115829,Commercial Management,Commercial,Pay and Play,Public Access
,,0,0,1,0,30026123,,,0,3.7,0.0,3.6,0.0,0.0,0.1,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 16:47:19,2023-11-23 10:06:32,0,12,1,1,30009766,1,2001,1,,355056,173347,51.45731,-2.648258,Other,Others,Free Public Access,Public Access
,,1,0,1,0,30026124,,,1,16.5,0.0,9.0,0.0,3.5,4.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,"Feb - October is open season. 
Only open weekends 9am - 4pm rest of year. ",1,,,,,2021-08-13 16:57:35,2023-12-07 11:17:14,0,12,1,1,30009767,1,2020,0,,445848,84425,50.65769,-1.352742,Commercial Management,Commercial,Pay and Play,Public Access
,,0,1,1,1,30026125,,,0,33.08,11.9,7.58,3.92,0.0,9.68,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-13 17:12:56,2023-11-23 10:12:01,0,12,1,1,30009768,2,2017,0,,382965,142917,51.18523,-2.245103,Commercial Management,Commercial,Pay and Play,Public Access
,,0,1,1,0,30026134,,,0,4.42,1.02,1.0,0.0,0.0,2.4,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-16 13:44:29,2023-11-22 16:05:20,0,12,1,1,30009773,1,2011,0,,423411,146608,51.21819,-1.66617,Commercial Management,Commercial,Pay and Play,Public Access
,,0,1,0,0,30026135,,,0,15.17,5.91,9.26,0.0,0.0,0.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-16 15:06:14,2023-11-24 09:53:50,1,12,1,1,30009774,2,2010,0,2016,381716,109403,50.88382,-2.261269,Commercial Management,Commercial,Pay and Play,Public Access
,,0,1,1,0,30026136,,,0,9.52,1.18,6.4,0.0,0.0,1.94,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,Southampton Bike Park.,1,,,Active Nation,,2021-08-16 15:22:51,2023-07-25 15:47:06,0,12,1,1,1011376,1,2011,0,,440817,115791,50.94012,-1.420435,Other,Others,Free Public Access,Public Access
,,0,0,1,0,30026138,,,1,13.4,0.0,6.9,0.0,6.5,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-16 16:38:24,2024-03-06 10:54:18,0,12,1,1,1100182,1,1990,1,,410466,106055,50.85391,-1.852679,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,1,1,0,30026140,,,1,55.0,9.22,6.178,0.0,6.0,33.6,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,Total trails = 32881m,1,,,,,2021-08-16 17:01:49,2023-11-24 10:17:37,0,12,1,1,30009776,1,2003,1,,401887,317041,52.751,-1.973471,Other,Others,Free Public Access,Public Access
,,0,0,0,0,30026141,,,1,3.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,Actual trail length = 33400m,1,,,,,2021-08-16 17:07:25,2023-11-27 12:36:11,0,12,1,1,30009777,1,1947,1,,401940,291493,52.52133,-1.972833,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30026143,,,0,3.5,0.0,0.0,0.0,3.5,0.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-16 17:34:23,2023-11-22 13:55:52,0,12,1,1,30009779,1,1980,1,,374619,288806,52.49658,-2.37528,Other,Others,Free Public Access,Public Access
,,0,1,1,0,30026144,,,1,24.49,0.879,4.5440000000000005,0.0,10.589,8.473,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,"Total tracks = 24,485m",1,,,,,2021-08-16 17:50:17,2023-11-22 14:17:57,0,12,1,1,30009780,1,1991,0,,339144,303700,52.62765,-2.900493,Other,Others,Free Public Access,Public Access
,,0,1,1,0,30026156,,,0,5.06,1.1400000000000001,2.3,0.0,0.0,1.62,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-17 14:09:08,2023-11-27 13:24:01,0,12,1,1,30009783,1,2017,0,,210005,52898,50.34527,-4.67174,Commercial Management,Commercial,Pay and Play,Public Access
,,1,0,1,0,30026157,,,0,15.7,0.0,10.5,0.0,0.0,5.2,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-17 14:17:47,2023-11-27 14:10:06,0,12,1,1,30009784,2,2021,0,,292985,87534,50.67759,-3.515986,Commercial Management,Commercial,Pay and Play,Public Access
,,0,0,0,0,30026158,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,1,0,1,1,1,,1,1,0,1,1,20005,20,3,,1,,,,,2021-08-17 14:21:09,2024-04-30 10:15:34,0,12,1,1,6000785,1,2021,0,,222584,106585,50.83154,-4.520768,School/College/University (in house),Education,Private Use,Private
,,0,0,0,0,30026159,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-17 14:28:00,2023-12-05 14:54:59,0,10,4,2,30009785,1,2020,0,,369285,214023,51.82399,-2.447051,Commercial Management,Commercial,Pay and Play,Public Access
0,0,,,,,30026333,,,,,,,,,,,,,,,,3.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-09-08 12:14:11,2023-12-05 14:47:40,0,12,1,1,1043089,1,2019,0,,294338,92519,50.72265,-3.498262,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026602,,,,,,,,,,,,,,,,3.0,,,0,,,,,9,,60.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-10-28 08:29:51,2024-01-19 12:23:52,0,12,1,1,6005216,1,2012,1,,456879,115762,50.9385,-1.191853,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026696,,,,,,,,,,,,,,,,1.5,,,0,,,,,3,,48.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-11-09 18:59:56,2024-02-07 08:31:05,0,12,1,1,30009929,1,2014,0,,580563,110113,50.86233,0.56441,School/College/University (in house),Education,Private Use,Private
0,0,,,,,30026736,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-11-18 15:57:10,2024-02-29 16:14:49,0,12,1,1,6000752,1,2021,0,,341675,497995,54.37411,-2.899348,Other,Others,Free Public Access,Public Access
0,0,,,,,30026798,,,,,,,,,,,,,,,,1.5,,,0,,,,,9,,90.0,,0,0,,0,,1,0,0,0,1,,1,0,1,1,0,20004,20,3,,1,,,,,2021-11-26 13:35:40,2024-01-16 09:31:34,1,12,1,1,6000051,1,2008,1,2017,435208,212578,51.81075,-1.490689,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026799,,,,,,,,,,,,,,,,3.0,,,0,,,,,9,,60.0,,0,0,,0,,1,0,0,0,0,No parking designated for Rec Users but there is local parking in the village hall car park and on the street. There are disabled toilets at the site but in premises which are currently leased.,0,0,0,0,0,20004,20,3,,1,,,,,2021-11-29 11:55:23,2024-02-12 12:34:02,0,12,1,1,1039536,1,2019,1,,489770,215764,51.83329,-0.6985857,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026903,,,,,,,,,,,,,,,,3.0,,,0,,,,,16,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-12-31 11:57:09,2024-03-10 17:35:01,1,12,1,1,6006595,1,2006,0,2021,394483,286840,52.47947,-2.082646,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026929,,,,,,,,,,,,,,,,1.0,,,0,,,,,3,,30.0,,0,0,,1,,1,1,1,1,1,Parking: 3 bays in main car park and further parking close to the pavilion,1,0,1,0,1,20004,20,3,,1,2019-06-01,,,,2022-01-10 13:24:04,2024-06-11 15:34:00,0,12,1,1,6012521,1,2019,0,,560527,237388,52.01172,0.3376447,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30027113,,,,,,,,,,,,,,,,1.0,,,0,,,,,9,,20.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2022-02-03 10:47:06,2024-02-16 09:20:37,0,12,1,1,6015812,1,2018,1,,490480,235793,52.01322,-0.683027,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30027501,,,,,,,,,,,,,,,,4.0,,,0,,,,,3,,100.0,,0,0,,0,,1,1,1,1,1,,0,1,0,0,1,20004,20,3,,1,,,,,2022-04-06 12:03:37,2024-02-26 15:19:52,1,12,1,1,1038197,1,2009,0,2022,303808,501040,54.39573,-3.483062,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30027610,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,1,0,1,1,1,,1,1,0,0,1,20004,20,3,,1,,,Everyone Active Limited,,2022-04-28 10:50:34,2024-04-10 08:17:09,0,12,1,1,6015647,1,2022,0,,515467,205724,51.73834,-0.3291506,Commercial Management,Commercial,Free Public Access,Public Access
0,0,,,,,30027706,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2022-05-23 17:36:39,2023-09-21 12:30:29,0,12,1,1,6006652,1,2022,0,,351313,313081,52.7132,-2.722124,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30027753,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2022-06-06 11:11:28,2024-01-10 15:20:58,0,12,1,1,30010410,1,2011,0,,453101,306999,52.65815,-1.216378,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30027790,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2022-06-08 14:35:02,2024-02-21 10:38:42,0,12,1,1,6002382,1,2022,0,,546129,169109,51.40219,0.09940488,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30027958,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,2022-11-22,,,,2022-07-11 17:11:04,2024-05-30 11:25:29,0,12,1,1,30010176,1,2022,0,,415753,427465,53.74335,-1.76262,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30027959,100.0,6.0,,,,,,,,,,,,,,6.0,16.0,,,,,,,3,0,1700.0,,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2022-07-11 17:11:04,2024-05-30 11:25:29,0,12,1,1,30010176,2,2022,0,,415753,427465,53.74335,-1.76262,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30028133,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2022-08-09 15:36:10,2023-12-08 09:35:10,0,12,1,1,30004736,1,2021,0,,342138,553351,54.87157,-2.903177,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30028155,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2022-08-12 16:00:50,2023-08-17 12:03:23,0,12,1,1,30010272,1,2022,0,,433129,390265,53.40819,-1.503105,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30009204,65.0,4.0,,,,,,,,,,,,,,4.0,20.0,,,,,,,3,0,340.0,,1,0,,0,,1,0,1,1,1,no parking ,1,1,0,0,1,20007,20,3,,1,,,,,2017-02-13 12:03:32,2023-09-26 12:49:06,0,12,1,1,6012799,2,2010,0,,511794,186560,51.56684,-0.3884432,School/College/University (in house),Education,Private Use,Private
0,,,,,,30009206,100.0,7.0,,,,,,,,,,,,,,6.0,12.0,,,,,,,3,0,1500.0,,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,20007,20,3,,1,,,,,2017-02-13 12:16:49,2023-07-03 09:35:10,1,12,1,1,1045182,1,1995,0,2010,511127,180394,51.51156,-0.4000002,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30009207,38.0,5.0,,,,,,,,,,,,,,5.0,12.0,,,,,,,3,0,340.0,,0,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2017-02-13 12:29:51,2024-03-08 11:02:46,0,12,1,1,1200421,2,2014,0,,506484,182126,51.52802,-0.4663529,School/College/University (in house),Education,Private Use,Private
1,,,,,,30009208,,,,,,,,,,,1.0,1.0,,,,4.5,,,,,,,,12,,68.9,,0,0,,1,,1,1,1,1,1,,1,0,1,0,1,20006,20,3,,1,,,,,2017-02-13 12:40:10,2023-07-25 15:15:47,1,12,1,1,1041800,1,1954,1,2018,457007,204651,51.73769,-1.175818,Sport Club,Others,Sports Club / Community Association,Public Access
0,,,,,,30009211,100.0,6.0,,,,,,,,,,,,,,6.0,20.0,,,,,,,3,0,1500.0,,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,Nottingham City Council,,2017-02-13 15:58:48,2023-10-13 11:56:24,0,12,1,1,1002473,1,2015,0,,452552,341399,52.9674,-1.218983,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30009212,20.0,6.0,,,,,,,,,,,8,4,2,5.0,,,1,5.0,8.0,51.0,8.0,9,,400.0,7.0,0,0,,0,,1,0,1,0,1,,0,0,0,0,1,20003,20,3,,1,,,,,2017-02-13 16:42:12,2023-12-19 11:14:47,0,12,1,1,6014676,1,2005,0,,549735,184078,51.53576,0.1575557,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009215,46.9,6.0,,,,,,,,,,,8,4,3,6.0,,,1,10.0,9.9,82.7,8.7,3,,300.0,7.1,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-14 09:44:41,2024-01-05 10:06:37,0,12,1,1,6004403,1,2000,1,,456355,367921,53.2054,-1.157726,Local Authority (in house),Local Authority,Free Public Access,Public Access
