Courts,Facility ID,Overmarked,Overmarked Sports: Basketball,Overmarked Sports: Football,Overmarked Sports: Hockey,Overmarked Sports: Netball,Overmarked Sports: Other Sport,Surface Type,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
2,2026043,2,2,2,2,2,2,1,1,1,2018,2,,1,1,1,1,1,,0,1,0,1,1,4004,4,3,,1,,,,,,2023-08-24 14:29:52,1,12,1,1,1013908,2,1989,0,2004,430036,327134,52.84091,-1.555518,School/College/University (in house),Education,Private Use,Private
1,2026045,2,2,2,2,2,2,5,1,0,,0,999,0,0,0,0,0,,0,0,0,0,0,4004,4,5,,1,,,,2014-02-01,,2023-08-09 09:41:39,0,12,1,1,1013861,3,2003,0,,265554,120340,50.96674,-3.916058,Not Known,Not Known,Pay and Play,Public Access
6,2026046,2,2,2,2,2,2,1,1,1,2013,0,,1,1,1,1,1,Parking: 6 Designated spaces,1,1,1,1,1,4004,4,3,,1,2001-01-31,,Aspire Sports and Cultural Trust,,,2023-10-30 12:59:06,1,12,1,1,1013905,2,2000,0,2011,383984,219983,51.87819,-2.234062,Trust,Trust,Pay and Play,Public Access
2,2026047,2,2,2,2,2,2,3,1,1,2009,2,101,1,0,1,1,1,,0,1,1,0,1,4001,4,5,,1,,,,2020-03-16,,2022-01-11 16:11:24,0,12,1,1,1000261,2,2007,0,,391260,216302,51.84525,-2.128269,Commercial Management,Commercial,Sports Club / Community Association,Public Access
6,2026049,2,2,2,2,2,2,5,1,1,2006,0,101,0,0,0,0,0,,0,0,0,0,0,4004,4,5,,1,,,,2020-11-05,,2022-04-25 16:29:03,1,12,1,1,1010793,2,1991,0,2006,485709,135718,51.11435,-0.7769082,Commercial Management,Commercial,Registered Membership use,Public Access
8,2026051,2,2,2,2,2,2,1,1,1,1998,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-11-08 12:14:00,0,12,1,1,1002374,2,1995,0,,544902,190655,51.59611,0.09062006,Trust,Trust,Registered Membership use,Public Access
4,2026054,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4004,4,3,,1,,,,,,2024-06-03 09:11:44,1,12,1,1,1011671,2,1994,0,2008,505959,165384,51.37763,-0.4789391,School/College/University (in house),Education,Sports Club / Community Association,Public Access
6,2026055,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"Parking: 13 bays, Activity Areas: Hoist available in family changing room and poolside. 90% of fitness equipment is IFI standard",1,1,0,0,1,4004,4,3,,1,,,,,,2023-11-07 10:15:24,1,12,1,1,30006834,2,1994,0,2001,338530,389100,53.39515,-2.925864,Local Authority (in house),Local Authority,Pay and Play,Public Access
3,2026056,2,2,2,2,2,2,4,1,1,2003,0,999,0,0,0,0,0,,0,0,0,0,0,4003,4,5,,1,,,,2015-09-01,,2023-12-13 14:09:00,1,12,1,1,1013916,3,1983,0,2006,335478,395624,53.45342,-2.973083,Not Known,Not Known,Pay and Play,Public Access
4,2026057,2,2,2,2,2,2,1,1,1,2005,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,,,,,,2024-02-23 09:48:05,1,12,1,1,1002989,2,2001,0,2004,329184,477200,54.18567,-3.086663,Trust,Trust,Pay and Play,Public Access
3,2026060,2,2,2,2,2,2,1,1,1,2008,0,,1,1,1,1,1,Lift.,1,1,1,1,1,4004,4,3,,1,,,,,,2023-09-15 10:35:10,0,12,1,1,1013909,2,1998,0,,384385,391947,53.42411,-2.236431,Sport Club,Others,Pay and Play,Public Access
6,2026061,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"Parking: Designated bays, Finding/Reaching Entrance: Ramps, Reception Area: Lowered reception desk, Spectator Areas: Ramp, Emergency Exits: Ground level",1,1,0,1,1,4004,4,3,,1,,,,,,2023-07-07 12:13:38,1,12,1,1,1007947,2,1989,0,2020,530354,184675,51.54593,-0.1215021,Trust,Trust,Registered Membership use,Public Access
9,2026062,2,2,2,2,2,2,1,1,1,2017,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,Lawn Tennis Association,,,2023-07-25 13:20:14,0,12,1,1,1002857,2,1990,0,,454543,337845,52.93526,-1.189937,Other,Others,Pay and Play,Public Access
6,2026064,2,2,2,2,2,2,1,1,0,,1,,1,1,1,1,1,"Parking: Disabled parking bays, Reception Area: Induction loop, Doorways: Automatic & double doors",1,1,1,1,1,4004,4,3,,1,,,,,,2024-02-22 12:08:48,1,12,1,1,1005139,2,2002,0,2011,451228,197461,51.6736,-1.26056,Trust,Trust,Pay and Play,Public Access
1,2026065,2,2,2,2,2,2,1,1,1,2010,2,999,0,0,0,0,0,,0,0,0,0,0,4001,4,5,,1,,,,2013-04-01,,2014-05-06 00:00:00,0,12,1,1,1003466,3,2003,0,,571170,336770,52.90113,0.5434836,Not Known,Not Known,Pay and Play,Public Access
2,2026066,2,2,2,2,2,2,5,1,1,2010,2,999,0,0,0,0,0,,0,0,0,0,0,4004,4,5,,1,,,,2013-04-01,,2014-05-06 00:00:00,0,12,1,1,1003466,3,2003,0,,571170,336770,52.90113,0.5434836,Not Known,Not Known,Pay and Play,Public Access
3,2026067,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-06-27 07:17:36,1,12,1,1,1005737,2,1986,0,2008,207780,65184,50.45491,-4.709267,Trust,Trust,Pay and Play,Public Access
4,2026068,2,2,2,2,2,2,1,1,1,2013,0,,1,1,1,1,1,"Parking, toilets, access to courts",1,1,1,1,1,4004,4,3,,1,,,,,,2023-11-13 09:03:58,1,12,1,1,1013907,2,1993,0,2022,463675,99840,50.79462,-1.097911,Commercial Management,Commercial,Sports Club / Community Association,Public Access
4,2026070,2,2,2,2,2,2,7,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-06-08 11:05:35,1,12,1,1,1006817,2,1991,0,2007,525675,165869,51.37797,-0.1956216,Commercial Management,Commercial,Registered Membership use,Public Access
5,2026072,2,2,2,2,2,2,1,1,1,2020,1,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,Downton Leisure Centre,,,2024-02-22 10:36:56,1,12,1,1,1005432,2,1996,0,2021,416720,121548,50.99308,-1.763127,Commercial Management,Commercial,Pay and Play,Public Access
2,2026074,2,2,2,2,2,2,1,1,0,,2,101,1,1,1,1,1,,1,1,1,1,1,4004,4,5,,1,,,,2017-08-01,,2017-08-04 10:05:10,1,12,1,1,1013914,2,1960,0,2006,293242,64690,50.47227,-3.505776,Commercial Management,Commercial,Pay and Play,Public Access
4,2026076,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,School have half the indoor tennis centre until 3:30. ,1,,,,,,2023-10-10 11:59:08,1,12,1,1,1008093,2,2002,0,2010,370006,154190,51.28605,-2.431472,Trust,Trust,Pay and Play,Public Access
1,2026077,2,2,2,2,2,2,1,1,1,2014,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2024-01-22 11:23:09,0,12,1,1,1005734,2,2002,0,,236188,69985,50.50668,-4.311547,School/College/University (in house),Education,Pay and Play,Public Access
3,2026078,2,2,2,2,2,2,1,1,1,2006,0,,1,1,1,1,1,,1,1,0,0,1,4004,4,3,,1,,,,,,2023-11-22 16:43:12,1,12,1,1,1003728,2,2003,0,2010,580317,188622,51.56765,0.6003638,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,2026127,2,2,2,2,2,2,7,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-09-11 13:37:10,0,12,1,1,1003342,2,2004,0,,539871,194590,51.63274,0.01960417,Sport Club,Others,Registered Membership use,Public Access
3,2026156,2,2,2,2,2,2,3,1,1,2012,0,,1,1,1,1,1,Parking: 6 Bays,1,1,1,1,1,4002,4,3,,1,,,,,,2024-02-15 12:25:15,1,12,1,1,1000025,2,1989,0,2003,511145,178386,51.4935,-0.4003802,Commercial Management,Commercial,Registered Membership use,Public Access
2,2026162,2,2,2,2,2,2,1,1,1,2005,2,103,1,0,1,1,0,,1,0,0,1,0,4002,4,5,,1,,,,2016-07-19,,2016-07-19 15:01:06,1,12,1,1,1011274,2,1996,0,2006,525571,187513,51.57252,-0.189428,Sport Club,Others,Sports Club / Community Association,Public Access
2,2026181,2,2,2,2,2,2,5,1,1,2011,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-30 12:17:16,1,12,1,1,1000115,2,2004,0,2010,429693,438696,53.84368,-1.550204,Commercial Management,Commercial,Registered Membership use,Public Access
1,2026254,2,2,2,2,2,2,1,1,1,2006,0,,1,0,1,1,1,,1,0,0,0,0,4004,4,3,,1,,,,,,2023-11-17 11:45:35,1,12,1,1,1013869,2,1974,0,2003,551631,102706,50.80408,0.1505762,Commercial Management,Commercial,Pay and Play,Public Access
5,2026266,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-08-14 12:25:54,0,12,1,1,1009935,2,2004,0,,510725,104127,50.8261,-0.4292561,Commercial Management,Commercial,Registered Membership use,Public Access
3,2026323,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-04-24 10:11:19,0,12,1,1,1008047,2,2004,0,,521282,208845,51.76516,-0.2438891,Commercial Management,Commercial,Registered Membership use,Public Access
7,2026324,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-04-24 10:11:19,0,12,1,1,1008047,2,2004,0,,521282,208845,51.76516,-0.2438891,Commercial Management,Commercial,Registered Membership use,Public Access
6,2026608,2,2,2,2,2,2,1,1,1,2007,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-02-12 16:40:15,1,12,1,1,1008668,2,2005,0,2018,352065,314652,52.72739,-2.711216,Commercial Management,Commercial,Registered Membership use,Public Access
1,2026838,2,2,2,2,2,2,4,1,1,2006,0,,1,1,1,1,1,,1,1,1,0,1,4002,4,3,,1,,,,,,2023-11-07 11:26:33,1,12,1,1,1000406,2,2003,0,2007,560656,188641,51.57375,0.3169549,Commercial Management,Commercial,Registered Membership use,Public Access
4,2026993,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"There is a VI group which meets regularly.
Walking Tennis.
Tennis for wheelchair users
Well Being group",1,1,1,1,1,4004,4,3,,1,,,,,,2024-02-28 10:55:22,0,12,1,1,1011701,2,1997,0,,531381,344073,52.97794,-0.04469361,Sport Club,Others,Registered Membership use,Public Access
3,2027126,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2024-05-22 10:18:53,1,12,1,1,1103563,2,2006,0,2015,617889,157938,51.27891,1.122832,Sport Club,Others,Pay and Play,Public Access
2,2027241,2,2,2,2,2,2,4,1,0,,0,,1,1,1,1,1,,0,1,1,1,1,4004,4,3,,1,,,,,,2023-12-20 09:39:18,1,12,1,1,1011143,2,2004,0,2008,567185,171705,51.4197,0.4030664,Commercial Management,Commercial,Sports Club / Community Association,Public Access
3,2027295,2,2,2,2,2,2,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,Over marked with netball.,1,,,,,,2024-03-27 15:46:24,1,12,1,1,1103607,2,2003,0,2013,354915,173201,51.45598,-2.650273,School/College/University (in house),Education,Pay and Play,Public Access
2,2027357,2,2,2,2,2,2,1,1,0,,0,,1,0,1,1,1,,1,1,0,0,0,4001,4,3,,1,,,,,,2023-11-09 16:28:39,1,12,1,1,1014172,2,1996,0,2003,507672,204629,51.73005,-0.4423336,Sport Club,Others,Sports Club / Community Association,Public Access
3,2027369,2,2,2,2,2,2,9,1,1,2005,0,,1,1,1,1,1,,1,1,1,0,1,4001,4,3,,1,,,Everyone Active,,,2024-01-31 09:27:57,1,12,1,1,1004044,2,2004,0,2010,473742,285968,52.4667,-0.9159377,Commercial Management,Commercial,Pay and Play,Public Access
3,2027655,2,2,2,2,2,2,10,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4004,4,3,,1,,,,,,2024-05-30 12:51:48,1,12,1,1,1008789,2,1984,0,2005,553207,154098,51.26545,0.1946304,School/College/University (in house),Education,Pay and Play,Public Access
3,2027942,2,2,2,2,2,2,5,1,1,2007,2,201,1,1,1,1,1,,1,1,1,0,1,4004,4,5,,1,,,,2015-12-18,,2022-01-11 15:20:27,0,12,1,1,1008585,2,2007,0,,415985,186763,51.57951,-1.770698,Commercial Management,Commercial,Pay and Play,Public Access
2,2027944,2,2,2,2,2,2,1,1,1,2006,1,,1,1,1,1,1,Parking: 2 Designated bays,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-15 10:34:22,0,12,1,1,1010993,2,1998,0,,378108,246063,52.11246,-2.321093,Trust,Trust,Sports Club / Community Association,Public Access
4,2027972,2,2,2,2,2,2,1,1,1,2006,0,,1,1,1,1,1,"Ramps, Rails",1,1,0,0,1,4004,4,3,,1,,,,,,2023-06-07 09:25:59,0,12,1,1,1004079,2,2006,0,,459303,301273,52.60603,-1.125729,School/College/University (in house),Education,Sports Club / Community Association,Public Access
3,2028123,2,2,2,2,2,2,1,1,1,2017,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,Lawn Tennis Association,,,2023-07-25 13:20:15,0,12,1,1,1002857,2,1990,0,,454543,337845,52.93526,-1.189937,Other,Others,Pay and Play,Public Access
7,2028622,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-24 09:20:28,0,12,1,1,1001122,2,2005,0,,553631,189597,51.5843,0.2160832,Commercial Management,Commercial,Registered Membership use,Public Access
1,2028734,2,2,2,2,2,2,9,1,1,2015,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,,1,,,,,,2024-05-30 10:38:17,0,12,1,1,1009886,2,2004,0,,351884,137988,51.13912,-2.689135,School/College/University (in house),Education,Private Use,Private
5,2028881,2,2,2,2,2,2,1,1,1,2016,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-05-17 15:05:47,1,12,1,1,1009191,2,2005,0,2017,585147,188598,51.56586,0.669961,Commercial Management,Commercial,Registered Membership use,Public Access
6,2029379,2,2,2,2,2,2,5,1,1,2017,0,,1,1,1,1,1,,1,1,1,0,1,4003,4,3,,1,,,,,,2023-08-21 09:46:55,0,12,1,1,1007857,2,2006,0,,453982,298411,52.58087,-1.204755,Commercial Management,Commercial,Registered Membership use,Public Access
2,2029466,2,2,2,2,2,2,1,1,1,2003,2,,0,0,0,0,0,,0,0,0,0,0,4001,4,3,,1,,,,,,2023-08-24 14:14:15,1,12,1,1,1014742,2,1989,0,2013,451787,302655,52.61922,-1.236483,Sport Club,Others,Sports Club / Community Association,Public Access
2,2029486,2,2,2,2,2,2,3,1,1,2005,0,,1,0,1,1,1,,0,0,1,1,0,4002,4,3,The Dome is currently closed but hope to be back open for the 2020/21 winter season.,1,,,,,,2024-06-03 07:37:55,0,12,1,1,1014756,2,1990,0,,460159,301427,52.60732,-1.113063,Sport Club,Others,Sports Club / Community Association,Public Access
2,2029569,2,2,2,2,2,2,1,1,1,2015,0,,1,0,1,1,1, Defibrillator on site ,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-23 15:57:33,1,12,1,1,1014810,2,2006,0,2012,499062,208202,51.76376,-0.5659407,Sport Club,Others,Sports Club / Community Association,Public Access
5,2029610,2,2,2,2,2,2,5,1,1,2014,0,,1,1,1,1,1,Parking: 10 bays,1,1,1,0,1,4004,4,3,,1,,,,,,2023-11-08 09:33:29,0,12,1,1,1013899,2,2005,0,,566980,155736,51.2763,0.3926341,Commercial Management,Commercial,Registered Membership use,Public Access
3,2038017,2,2,2,2,2,2,1,1,1,2006,0,,1,1,1,1,1,,1,1,0,1,1,4004,4,3,,1,,,PARKWOOD LEISURE,,,2023-10-12 09:03:12,1,12,1,1,1101151,2,2006,0,2008,446084,341634,52.97011,-1.315244,Commercial Management,Commercial,Sports Club / Community Association,Public Access
3,2038200,2,2,2,2,2,2,3,1,1,2005,0,,1,1,1,1,1,,1,1,1,1,1,4002,4,3,"Re-opened on Active Places 24/05/2017
Airhall used during winter only. Courts floodlit.",1,,,,,,2024-05-07 12:00:40,0,12,1,1,1014703,2,2005,0,,377253,508812,54.47416,-2.352526,School/College/University (in house),Education,Pay and Play,Public Access
3,2038388,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,,,,,,2023-10-23 11:41:36,0,12,1,1,1208152,2,2006,0,,395846,244787,52.10141,-2.062051,School/College/University (in house),Education,Pay and Play,Public Access
2,2038507,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,0,0,4002,4,3,,1,,,,,,2024-05-02 10:42:00,1,12,1,1,1011242,2,2003,0,2012,488904,149670,51.23929,-0.7278299,Sport Club,Others,Pay and Play,Public Access
2,2039309,2,2,2,2,2,2,3,1,1,2008,0,,1,0,1,1,1,,0,0,1,1,0,4002,4,3,,1,,,,,,2023-09-26 11:18:48,0,12,1,1,1001406,2,2005,0,,519127,167431,51.39342,-0.2891349,Sport Club,Others,Registered Membership use,Public Access
4,2039712,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,Lift.,1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-14 14:47:01,0,12,1,1,1000083,2,2007,0,,515265,298338,52.57069,-0.3006737,Commercial Management,Commercial,Registered Membership use,Public Access
3,2039954,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-04-30 11:13:28,0,12,1,1,1203895,2,2006,0,,465165,99900,50.795,-1.076762,School/College/University (in house),Education,Sports Club / Community Association,Public Access
4,2040169,2,2,2,2,2,2,3,1,1,2010,1,,1,1,1,1,1,,1,1,0,0,1,4003,4,3,"Re-opened on Active Places 22/02/2018
It's operational 
",1,,,,,,2024-05-29 11:06:52,1,12,1,1,1203986,2,2005,0,2019,253281,56822,50.39292,-4.065495,School/College/University (in house),Education,Pay and Play,Public Access
3,2070616,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,4004,4,3,3 courts are floodlit. ,1,,,,,,2024-06-06 13:30:43,0,12,1,1,1010048,2,2005,0,,336630,396159,53.45837,-2.955854,School/College/University (in house),Education,Sports Club / Community Association,Public Access
2,2070750,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-12-14 13:20:11,0,12,1,1,1019136,2,2008,0,,388364,216522,51.84718,-2.170316,Commercial Management,Commercial,Registered Membership use,Public Access
3,2071456,2,2,2,2,2,2,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2023-07-19 12:55:22,1,12,1,1,1009810,2,2006,0,2015,291107,64010,50.46576,-3.535663,Sport Club,Others,Sports Club / Community Association,Public Access
2,2071702,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2023-09-27 08:25:02,0,12,1,1,1036022,2,2003,0,,181949,61469,50.41251,-5.070478,Commercial Management,Commercial,Sports Club / Community Association,Public Access
3,2071794,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-06-14 14:04:27,1,12,1,1,1036025,2,2005,0,2006,521761,231410,51.96785,-0.2289889,Commercial Management,Commercial,Pay and Play,Public Access
2,2073253,2,2,2,2,2,2,3,1,1,2006,0,,1,1,1,1,1,,1,0,1,0,0,4002,4,3,,1,,,,,,2024-04-23 12:18:00,1,12,1,1,1036181,2,2000,0,2007,623140,219419,51.82881,1.236973,Sport Club,Others,Sports Club / Community Association,Public Access
2,2073299,2,2,2,2,2,2,1,1,1,2007,0,,1,0,1,1,1,,1,1,1,1,0,4004,4,3,,1,,,,,,2023-08-02 15:57:50,0,12,1,1,1036203,2,2002,0,,397957,339911,52.95658,-2.031856,Sport Club,Others,Registered Membership use,Public Access
3,2074684,2,2,2,2,2,2,1,1,0,,0,,1,0,1,1,1,,0,0,1,0,0,4004,4,3,,1,,,,,,2024-01-23 14:59:16,0,12,1,1,1010077,2,2003,0,,585969,189110,51.57019,0.6820778,Commercial Management,Commercial,Registered Membership use,Public Access
4,2074931,2,2,2,2,2,2,3,1,1,2010,0,,1,0,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2024-02-22 11:58:40,0,12,1,1,1011261,2,2007,0,,478521,137940,51.13536,-0.8790842,Commercial Management,Commercial,Sports Club / Community Association,Public Access
3,2077047,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,,,,,,2023-07-04 10:47:58,0,12,1,1,1011508,2,2007,0,,560215,101385,50.78989,0.2717177,Local Authority (in house),Local Authority,Pay and Play,Public Access
4,2077073,2,2,2,2,2,2,5,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,4004,4,3,,1,,,,,,2023-08-22 11:09:08,0,12,1,1,1006722,2,2007,0,,415058,189457,51.60376,-1.783949,Commercial Management,Commercial,Registered Membership use,Public Access
6,2077100,2,2,2,2,2,2,5,0,0,,0,,1,0,1,1,1,,0,1,1,0,1,4004,4,3,,1,,,,,,2023-07-24 11:06:18,1,12,1,1,1037084,2,1995,0,2010,255993,94280,50.73023,-4.041875,Commercial Management,Commercial,Private Use,Private
4,2077981,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,Everyone Active,,,2024-05-01 06:38:56,0,12,1,1,1005079,2,2007,0,,504802,483690,54.23821,-0.3934819,Commercial Management,Commercial,Pay and Play,Public Access
3,2078757,2,2,2,2,2,2,3,1,0,,0,,1,1,1,1,1,Parking: 2 Disabled Bays,1,1,1,0,1,4004,4,3,,1,,,,,,2023-05-18 13:08:00,0,12,1,1,1037531,2,2007,0,,350714,386580,53.37379,-2.74225,Sport Club,Others,Sports Club / Community Association,Public Access
6,2079100,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,"Parking: 6 bays, Reception Area: Induction Loop",1,1,1,1,1,4004,4,3,,1,,,,,,2024-01-04 10:13:11,0,12,1,1,1037551,2,2007,0,,521424,174888,51.45995,-0.2535854,Other,Others,Private Use,Private
3,2079125,2,2,2,2,2,2,7,1,0,,0,,1,1,1,1,1,,1,0,0,0,1,4001,4,3,changing rooms refurbished in 2006.,1,,,,,,2023-08-02 13:52:57,0,12,1,1,1011263,2,2008,0,,487191,210072,51.78254,-0.7374307,Other,Others,Registered Membership use,Public Access
3,2079126,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-17 09:22:48,0,12,1,1,1002666,2,2007,0,,427915,568517,55.01045,-1.565058,Sport Club,Others,Pay and Play,Public Access
3,2079262,2,2,2,2,2,2,1,1,1,2007,2,201,1,1,1,1,1,,1,1,1,0,1,4003,4,5,,1,,,,2015-12-18,,2022-01-11 15:20:27,0,12,1,1,1008585,2,2007,0,,415985,186763,51.57951,-1.770698,Commercial Management,Commercial,Pay and Play,Public Access
4,2079378,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2024-04-24 15:41:01,0,12,1,1,1011524,2,2008,0,,429646,276726,52.38779,-1.565809,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,2079458,2,2,2,2,2,2,3,1,1,2008,0,,1,1,1,1,1,,1,1,1,1,1,4003,4,3,,1,,,,,,2023-06-19 14:54:09,1,12,1,1,1036263,2,1972,0,2007,286386,71523,50.5324,-3.604442,Trust,Trust,Sports Club / Community Association,Public Access
2,2080000,2,2,2,2,2,2,1,0,0,,0,,1,0,1,1,1,,0,1,0,1,1,4004,4,3,,1,,,,,,2024-05-20 09:02:44,0,12,1,1,1037863,2,2005,0,,613730,157724,51.27856,1.063163,Commercial Management,Commercial,Sports Club / Community Association,Public Access
3,2080001,2,2,2,2,2,2,3,1,1,2012,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-07-26 11:32:07,0,12,1,1,1037840,2,2005,0,,437526,371767,53.24163,-1.439158,Sport Club,Others,Pay and Play,Public Access
3,2080074,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,0,1,0,0,1,4001,4,3,,1,,,,,,2024-04-29 11:55:46,0,12,1,1,1037898,2,2005,0,,523628,272543,52.33706,-0.1868899,Sport Club,Others,Pay and Play,Public Access
3,2080075,2,2,2,2,2,2,3,1,0,,0,,1,0,0,1,1,,1,1,0,1,0,4002,4,3,,1,,,,,,2023-08-02 14:54:22,0,12,1,1,1037899,2,2005,0,,563441,262987,52.24082,0.3923435,Sport Club,Others,Pay and Play,Public Access
3,2080078,2,2,2,2,2,2,3,1,1,2020,0,,1,0,1,1,1,Site will have full disabled access by 2017.,1,1,1,0,1,4002,4,3,"Airhall in use Oct-April. 
Cover damaged by Storm Dennis (2020)",1,,,,,,2024-02-29 11:28:10,1,4,10,2,1037901,2,1986,0,2006,506069,250277,52.14063,-0.4514755,Sport Club,Others,Sports Club / Community Association,Public Access
1,2080079,2,2,2,2,2,2,7,1,1,2012,0,,1,0,1,1,1,Ramps,1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-14 12:27:57,0,12,1,1,1037902,2,1979,0,,517884,169992,51.4167,-0.3061398,Community Organisation,Others,Registered Membership use,Public Access
1,2080080,2,2,2,2,2,2,3,1,1,2012,0,,1,0,1,1,1,Ramps,1,1,1,1,1,4002,4,3,,1,,,,,,2023-08-14 12:27:58,0,12,1,1,1037902,2,1979,0,,517884,169992,51.4167,-0.3061398,Community Organisation,Others,Registered Membership use,Public Access
4,2080437,2,2,2,2,2,2,3,1,1,2018,0,,1,0,1,1,1,,1,1,1,0,0,4004,4,3,,1,,,,,,2023-09-22 11:13:57,0,12,1,1,1001516,2,2010,0,,447030,130503,51.07193,-1.330109,Sport Club,Others,Registered Membership use,Public Access
7,2080883,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4004,4,3,,1,,,,,,2023-08-21 14:32:15,0,12,1,1,1000021,2,2008,0,,513163,197313,51.66322,-0.3652291,Commercial Management,Commercial,Registered Membership use,Public Access
4,2081413,2,2,2,2,2,2,1,1,0,,0,,1,0,1,1,1,,1,1,0,1,1,4004,4,3,,1,,,,,,2024-03-05 09:17:42,0,12,1,1,1008087,2,2009,0,,583189,270392,52.30111,0.685263,School/College/University (in house),Education,Registered Membership use,Public Access
4,2081440,2,2,2,2,2,2,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,4001,4,3,,1,,,,,,2024-05-14 17:09:53,0,12,1,1,1006759,2,2008,0,,613712,310070,52.64627,1.157653,School/College/University (in house),Education,Pay and Play,Public Access
